filename,annotations,label
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970239250812.jpg,"[[663, 333, 938, 413], [227, 346, 460, 419], [1027, 320, 1337, 413], [0, 355, 194, 423], [384, 362, 547, 413]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970209082983.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970249334524.jpg,"[[0, 342, 139, 415], [334, 336, 591, 415], [1457, 318, 1600, 413], [87, 359, 261, 411], [666, 328, 949, 416]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970573846927.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970329837622.jpg,"[[228, 443, 1600, 900]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970482593535.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970360422096.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970756355417.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970462509330.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970431924845.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970340004634.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970077744611.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970390423267.jpg,"[[228, 394, 444, 467], [68, 419, 215, 471], [1113, 453, 1157, 485]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970664937753.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970594847735.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970279585681.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970148164005.jpg,"[[319, 332, 1600, 900]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970523428428.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970350005027.jpg,"[[816, 443, 849, 472], [821, 446, 861, 478]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970385589767.jpg,"[[0, 355, 119, 412], [596, 324, 846, 406], [318, 360, 482, 419]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970533428722.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970487343616.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970087745023.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970685184542.jpg,"[[563, 391, 713, 438], [829, 383, 940, 449], [700, 378, 830, 447], [871, 389, 964, 430], [934, 384, 1052, 450]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970452425780.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970401340333.jpg,"[[0, 391, 191, 460], [975, 462, 1013, 493]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970543429121.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970725602731.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970380423103.jpg,"[[752, 339, 991, 435], [1410, 356, 1600, 437], [795, 358, 1081, 448]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970766770974.jpg,"[[376, 466, 486, 513], [1068, 446, 1111, 488], [967, 453, 1020, 476]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970168248096.jpg,"[[629, 242, 1600, 900]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970472593072.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970563846558.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970614431931.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970301919872.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970309586821.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970673600752.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970594181031.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970097745395.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970194415795.jpg,"[[1455, 420, 1504, 452]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970624598892.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970493013790.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970307503409.jpg,"[[0, 352, 263, 500]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970735603116.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970232500556.jpg,"[[323, 345, 563, 421], [1168, 314, 1505, 414], [82, 359, 279, 429], [789, 329, 1077, 414]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970503427617.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970442341956.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970289586090.jpg,"[[82, 444, 215, 517], [515, 448, 572, 469], [221, 453, 301, 505], [187, 418, 231, 437], [314, 423, 360, 440], [592, 446, 653, 473], [0, 430, 66, 539]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970679184292.jpg,"[[1139, 469, 1165, 492], [529, 422, 800, 587], [186, 472, 554, 606]]",True
samples/CAM_BACK_LEFT/n003-2018-01-03-17-00-35+0800__CAM_BACK_LEFT__1514970299586448.jpg,[],False
samples/CAM_BACK_LEFT/n010-2018-09-18-13-50-59+0800__CAM_BACK_LEFT__1537249959197633.jpg,"[[0, 407, 243, 580], [611, 443, 701, 502]]",True
samples/CAM_BACK_LEFT/n010-2018-09-18-13-50-59+0800__CAM_BACK_LEFT__1537249943397642.jpg,"[[1219, 435, 1290, 465], [232, 462, 395, 527]]",True
samples/CAM_BACK_LEFT/n010-2018-09-18-13-50-59+0800__CAM_BACK_LEFT__1537249919397633.jpg,"[[1035, 438, 1461, 593], [1369, 433, 1433, 480]]",True
samples/CAM_BACK_LEFT/n010-2018-09-18-13-50-59+0800__CAM_BACK_LEFT__1537249996647633.jpg,"[[0, 451, 85, 526], [215, 452, 336, 497], [95, 457, 201, 501], [1083, 428, 1531, 578], [193, 451, 273, 487], [1420, 425, 1599, 539]]",True
samples/CAM_BACK_LEFT/n010-2018-09-18-13-50-59+0800__CAM_BACK_LEFT__1537249912297633.jpg,"[[33, 428, 402, 559], [1002, 433, 1366, 581], [715, 430, 801, 472]]",True
samples/CAM_BACK_LEFT/n008-2018-09-10-14-40-44-0400__CAM_BACK_LEFT__1536605684647405.jpg,[],False
samples/CAM_BACK_LEFT/n008-2018-09-10-14-40-44-0400__CAM_BACK_LEFT__1536605670047405.jpg,"[[470, 500, 958, 690]]",True
samples/CAM_BACK_LEFT/n016-2018-07-11-11-47-12+0800__CAM_BACK_LEFT__1531280970947243.jpg,"[[466, 439, 603, 542], [237, 444, 383, 558], [389, 436, 430, 453], [569, 430, 601, 447], [121, 439, 170, 472], [500, 428, 542, 448], [592, 422, 719, 521]]",True
samples/CAM_BACK_LEFT/n016-2018-07-11-11-47-12+0800__CAM_BACK_LEFT__1531281013147243.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-11-11-47-12+0800__CAM_BACK_LEFT__1531281010647243.jpg,"[[905, 397, 937, 420], [891, 402, 916, 420], [671, 403, 725, 430]]",True
samples/CAM_BACK_LEFT/n016-2018-07-11-11-47-12+0800__CAM_BACK_LEFT__1531280907698492.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-11-11-47-12+0800__CAM_BACK_LEFT__1531280911047243.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-11-11-47-12+0800__CAM_BACK_LEFT__1531280933397243.jpg,"[[792, 410, 903, 463]]",True
samples/CAM_BACK_LEFT/n016-2018-07-11-11-47-12+0800__CAM_BACK_LEFT__1531281302897243.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-11-11-47-12+0800__CAM_BACK_LEFT__1531281168397243.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-11-11-47-12+0800__CAM_BACK_LEFT__1531280876447243.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054953389536.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054777216075.jpg,"[[1378, 299, 1432, 320]]",True
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054629127148.jpg,"[[0, 428, 716, 900]]",True
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054929638296.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054413202446.jpg,"[[1431, 457, 1600, 572], [880, 444, 1022, 541], [0, 456, 634, 900], [1267, 457, 1549, 672], [259, 465, 1056, 900], [926, 462, 1208, 652], [1045, 435, 1198, 549]]",True
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054844723441.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054959556094.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054572208347.jpg,[],False
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054402535528.jpg,"[[969, 447, 1322, 595], [754, 425, 1155, 611], [1296, 445, 1600, 559], [145, 438, 279, 556], [1300, 440, 1436, 495], [316, 444, 485, 546], [590, 441, 739, 534]]",True
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054397368528.jpg,"[[1164, 446, 1599, 699], [36, 439, 1267, 899]]",True
samples/CAM_BACK_LEFT/n003-2018-01-04-16-25-21+0800__CAM_BACK_LEFT__1515054511122786.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536654588297423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536653938447423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536654341047423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536653933047423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536654319947433.jpg,"[[1292, 431, 1410, 503], [609, 464, 1235, 900]]",True
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536654023047423.jpg,"[[301, 481, 446, 538], [909, 454, 1169, 641], [212, 489, 494, 578], [1100, 478, 1243, 582], [44, 472, 229, 557], [1172, 469, 1272, 555], [401, 484, 522, 534]]",True
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536653898797423.jpg,"[[1277, 451, 1363, 492], [1221, 456, 1293, 492]]",True
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536654054647423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536654074047423.jpg,"[[1153, 445, 1188, 470], [1036, 440, 1065, 463], [1052, 444, 1085, 467], [1104, 447, 1135, 469]]",True
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536653874947423.jpg,"[[1131, 470, 1246, 561], [14, 455, 365, 594], [1, 444, 167, 528], [1282, 468, 1437, 569], [345, 462, 712, 628], [0, 501, 239, 761], [904, 462, 1166, 672], [607, 444, 947, 648], [159, 456, 529, 614], [1439, 473, 1600, 569]]",True
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536654740047423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536653918447423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536654040947423.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127251547243.jpg,"[[1130, 435, 1175, 463], [1090, 436, 1141, 467], [1552, 444, 1600, 483]]",True
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127415397243.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127621547243.jpg,"[[1010, 411, 1600, 815], [589, 445, 682, 481]]",True
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127130897243.jpg,"[[455, 406, 759, 526]]",True
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127246897243.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127097397243.jpg,"[[1326, 460, 1483, 512], [0, 398, 57, 493], [304, 423, 632, 537], [862, 430, 1143, 535], [856, 443, 1061, 519]]",True
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127212797243.jpg,"[[132, 422, 333, 499], [514, 432, 606, 466], [1359, 433, 1394, 452], [1390, 433, 1424, 457], [1280, 438, 1345, 477], [0, 422, 151, 488]]",True
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127784547243.jpg,"[[1068, 357, 1237, 469], [1334, 362, 1379, 390], [660, 345, 835, 469], [114, 352, 354, 460]]",True
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127125047243.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127634797243.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127108397243.jpg,"[[1005, 423, 1044, 441], [667, 423, 767, 500], [933, 417, 1004, 447], [945, 422, 1029, 454], [841, 424, 931, 453], [297, 428, 644, 635], [823, 422, 859, 440]]",True
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127725697243.jpg,"[[71, 382, 552, 595], [531, 387, 595, 412]]",True
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127549047243.jpg,"[[942, 408, 1043, 456], [364, 414, 483, 467]]",True
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127067947317.jpg,"[[160, 478, 198, 513], [112, 472, 174, 518]]",True
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127192647243.jpg,[],False
samples/CAM_BACK_LEFT/n016-2018-07-09-17-04-04+0800__CAM_BACK_LEFT__1531127730297243.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297228897423.jpg,"[[1522, 425, 1541, 443], [1552, 421, 1572, 436]]",True
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297397897423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297607197423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297419647423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297247947423.jpg,"[[1040, 448, 1078, 468], [1329, 448, 1366, 479], [1253, 452, 1289, 483], [1438, 446, 1461, 461], [1006, 466, 1065, 514], [1404, 440, 1423, 455]]",True
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297324147423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297457197423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297435947423.jpg,"[[0, 495, 1522, 900]]",True
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297288447423.jpg,"[[146, 446, 1599, 900], [918, 429, 1600, 746], [727, 353, 1032, 442], [432, 365, 675, 451], [1380, 321, 1600, 428], [3, 400, 176, 453]]",True
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297615147423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297313547423.jpg,"[[699, 439, 761, 474]]",True
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297467897423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-07-11-16-18-30+0800__CAM_BACK_LEFT__1531297224399832.jpg,"[[735, 440, 839, 494]]",True
samples/CAM_BACK_LEFT/n015-2018-07-12-10-35-05+0800__CAM_BACK_LEFT__1531363103297423.jpg,[],False
samples/CAM_BACK_LEFT/n015-2018-07-12-10-35-05+0800__CAM_BACK_LEFT__1531363078697423.jpg,"[[0, 415, 116, 635], [40, 422, 239, 516], [688, 427, 769, 456], [572, 415, 624, 465], [705, 418, 760, 444], [477, 425, 563, 484], [518, 424, 588, 474], [336, 426, 488, 517], [590, 424, 635, 459]]",True
samples/CAM_BACK_LEFT/n015-2018-07-12-10-35-05+0800__CAM_BACK_LEFT__1531363259397423.jpg,"[[1, 460, 616, 900]]",True
samples/CAM_BACK_LEFT/n015-2018-07-12-10-35-05+0800__CAM_BACK_LEFT__1531363265197423.jpg,"[[1266, 479, 1600, 608], [703, 466, 1038, 578], [328, 454, 608, 556]]",True
samples/CAM_BACK_LEFT/n015-2018-07-12-10-35-05+0800__CAM_BACK_LEFT__1531363009047434.jpg,"[[415, 464, 767, 608], [227, 432, 565, 577], [639, 454, 956, 660], [958, 472, 1238, 683], [99, 453, 314, 576], [1303, 472, 1600, 693], [1539, 446, 1600, 553], [0, 442, 190, 574], [3, 489, 740, 900], [1143, 460, 1261, 568], [968, 459, 1101, 560]]",True
samples/CAM_BACK_LEFT/n015-2018-07-12-10-35-05+0800__CAM_BACK_LEFT__1531362956047423.jpg,"[[1, 457, 913, 899], [1533, 481, 1600, 583], [245, 456, 430, 523], [941, 467, 1078, 548], [1035, 473, 1194, 557], [0, 489, 552, 888], [714, 445, 978, 600], [1227, 477, 1337, 564]]",True
samples/CAM_BACK_LEFT/n015-2018-07-12-10-35-05+0800__CAM_BACK_LEFT__1531363022397423.jpg,"[[233, 437, 469, 537], [165, 371, 438, 523], [709, 436, 880, 528], [373, 437, 573, 549], [872, 424, 1027, 530]]",True
samples/CAM_BACK_LEFT/n015-2018-07-12-10-35-05+0800__CAM_BACK_LEFT__1531363200297423.jpg,"[[1192, 411, 1252, 454], [1088, 408, 1163, 463], [114, 428, 345, 503], [936, 432, 1058, 527]]",True
samples/CAM_BACK_LEFT/n015-2018-07-12-10-35-05+0800__CAM_BACK_LEFT__1531362946947423.jpg,"[[1395, 450, 1600, 539], [532, 473, 762, 573], [1179, 436, 1600, 633], [858, 465, 1050, 533], [371, 476, 657, 590], [1496, 428, 1600, 489], [1077, 452, 1210, 508], [734, 465, 1000, 550], [1001, 459, 1191, 518], [190, 470, 473, 608]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819609647155.jpg,"[[1354, 478, 1600, 675], [1177, 451, 1228, 483], [1431, 461, 1600, 545]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819226447155.jpg,"[[1285, 399, 1368, 448]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819716447155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819681397155.jpg,"[[1472, 389, 1599, 487], [1395, 390, 1526, 458]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819207397155.jpg,"[[1298, 375, 1505, 532], [0, 412, 69, 513], [322, 403, 492, 474], [1491, 353, 1600, 505], [219, 397, 398, 473], [21, 392, 236, 466], [1062, 363, 1235, 521], [125, 399, 307, 472], [0, 403, 94, 464], [437, 401, 612, 477]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819771647155.jpg,"[[1260, 490, 1339, 530]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819294197155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819341947155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819663047155.jpg,"[[1091, 508, 1179, 552]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819739547158.jpg,"[[129, 449, 308, 535]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819860147155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819627297155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819287797155.jpg,"[[368, 439, 741, 658]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819446547155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819560197155.jpg,"[[1132, 404, 1187, 447], [959, 410, 988, 432]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819710447155.jpg,"[[297, 370, 388, 403], [80, 370, 280, 442], [0, 355, 164, 446], [171, 365, 297, 406]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819486797155.jpg,"[[177, 413, 253, 447]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819450647155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819498397155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819455197155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819691647155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819276797155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819873047155.jpg,"[[2, 436, 303, 574]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819299947155.jpg,"[[336, 408, 507, 478], [672, 401, 762, 439], [549, 396, 684, 462]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819435647155.jpg,"[[467, 466, 495, 486], [513, 461, 545, 486]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819328897155.jpg,"[[1403, 409, 1456, 454], [773, 390, 1156, 497], [1373, 404, 1412, 433], [1172, 397, 1273, 442], [1436, 422, 1538, 494], [1260, 403, 1307, 421], [1434, 400, 1527, 469], [1160, 405, 1271, 449], [1359, 400, 1386, 420], [668, 386, 1057, 541], [1415, 403, 1496, 465], [1391, 409, 1437, 445], [1383, 405, 1425, 440], [1251, 502, 1600, 900], [1242, 403, 1299, 425], [1367, 405, 1396, 426]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819672397155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819685797155.jpg,"[[1, 354, 193, 427]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819659547155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819638297155.jpg,[],False
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819592397155.jpg,"[[661, 404, 727, 426]]",True
samples/CAM_BACK_LEFT/n013-2018-08-21-10-39-45+0800__CAM_BACK_LEFT__1534819601547467.jpg,[],False
